fips	year	pm25
51037	2009	7.466476039
51037	2010	8.677668323
51037	2011	8.064557498
51037	2012	7.404152641
51037	2013	6.680514953
51037	2014	7.426419799
51037	2015	6.709785627
51037	2016	5.8780998
51011	2000	12.50383671
51011	2001	11.81337028
51011	2002	9.743925344
51011	2003	10.05079357
51011	2004	10.25914171
51011	2005	10.9184867
51011	2006	9.828902444
51011	2007	11.02892754
51011	2008	9.157435504
51011	2009	7.06493996
51011	2010	8.510489862
51011	2011	7.564401394
51011	2012	7.085737628
51011	2013	6.403620176
51011	2014	6.954243867
51011	2015	6.415243325
51011	2016	5.471101163
51111	2000	12.6812079
51111	2001	11.77689901
51111	2002	10.75926801
51111	2003	10.41659259
51111	2004	10.69295199
51111	2005	10.72115565
51111	2006	10.58086971
51111	2007	11.32184759
51111	2008	9.66175549
51111	2009	7.361123676
51111	2010	8.55307022
51111	2011	7.981999948
51111	2012	7.187979502
51111	2013	6.744808328
51111	2014	7.371492688
51111	2015	6.798879555
51111	2016	5.998197817
51770	2000	16.28536677
51770	2001	14.24981622
51770	2002	12.83665896
51770	2003	13.02118025
51770	2004	13.65087072
51770	2005	15.19835236
51770	2006	13.25018742
51770	2007	13.59509213
51770	2008	11.63898004
51770	2009	9.545875704
51770	2010	10.68401719
51770	2011	9.968921461
51770	2012	9.569277454
51770	2013	8.230146117
51770	2014	8.236466432
51770	2015	7.873870243
51770	2016	7.610443277
51161	2000	12.53689868
51161	2001	11.41655357
51161	2002	9.963018962
51161	2003	10.40753159
51161	2004	10.94615997
51161	2005	12.10259368
51161	2006	10.45364328
51161	2007	11.34072357
51161	2008	9.341688739
51161	2009	7.155811486
51161	2010	8.365061441
51161	2011	7.709374896
51161	2012	7.244324474
51161	2013	6.376692098
51161	2014	6.45496366
51161	2015	5.782773453
51161	2016	5.278227776
51141	2000	11.51287078
51141	2001	10.95598858
51141	2002	10.15848009
51141	2003	9.997529339
51141	2004	11.53128442
51141	2005	11.61883808
51141	2006	10.51163401
51141	2007	10.90176156
51141	2008	9.248014332
51141	2009	7.217245289
51141	2010	8.107512356
51141	2011	7.1238698
51141	2012	7.017520879
51141	2013	6.438938642
51141	2014	6.429817194
51141	2015	5.299226371
51141	2016	5.005522854
51089	2000	13.98885147
51089	2001	12.59173773
51089	2002	11.92238827
51089	2003	11.57739528
51089	2004	12.51458808
51089	2005	12.90272478
51089	2006	12.02963018
51089	2007	12.45274449
51089	2008	10.87653398
51089	2009	8.580479735
51089	2010	9.388676662
51089	2011	8.520753747
51089	2012	8.255124457
51089	2013	7.479123233
51089	2014	8.034064859
51089	2015	6.846196678
51089	2016	6.257187949
51750	2000	15.0666666
51750	2001	12.9
51750	2002	11.57999999
51750	2003	12.0200002
51750	2004	13.42666677
51750	2005	14.47333355
51750	2006	12.58666662
51750	2007	12.83333314
51750	2008	10.7266667
51750	2009	8.606666819
51750	2010	9.413333003
51750	2011	9.199999873
51750	2012	8.793333562
51750	2013	7.405000067
51750	2014	7.250000119
51750	2015	6.220000076
51750	2016	6.444999981
51121	2000	12.19589968
51121	2001	11.10481979
51121	2002	9.546209537
51121	2003	10.1378182
51121	2004	11.21553994
51121	2005	11.86326249
51121	2006	10.11157997
51121	2007	10.9797051
51121	2008	8.996885371
51121	2009	6.877043234
51121	2010	8.035167334
51121	2011	7.684345832
51121	2012	7.144866784
51121	2013	6.139708202
51121	2014	6.087105253
51121	2015	5.1014415
51121	2016	4.965834993
51019	2000	12.72763585
51019	2001	11.47016691
51019	2002	10.07958734
51019	2003	10.60153376
51019	2004	10.75235641
51019	2005	11.70768723
51019	2006	10.15491991
51019	2007	11.48129264
51019	2008	9.329433835
51019	2009	7.332688223
51019	2010	8.490763863
51019	2011	7.706465764
51019	2012	7.177409473
51019	2013	6.444684114
51019	2014	6.811765501
51019	2015	6.012747128
51019	2016	5.352182303
51067	2000	12.78782532
51067	2001	11.43291505
51067	2002	10.68943773
51067	2003	10.73732748
51067	2004	11.40538808
51067	2005	12.04730649
51067	2006	10.75927783
51067	2007	11.68209695
51067	2008	9.6578535
51067	2009	7.51061872
51067	2010	8.743320795
51067	2011	7.846131294
51067	2012	7.54181367
51067	2013	6.70299037
51067	2014	7.068667513
51067	2015	6.007343734
51067	2016	5.508159179
51023	2000	13.053687
51023	2001	11.46156998
51023	2002	9.670059212
51023	2003	10.71758028
51023	2004	10.57972965
51023	2005	12.10945561
51023	2006	10.08282688
51023	2007	11.47192964
51023	2008	9.222347276
51023	2009	7.11185256
51023	2010	8.290921623
51023	2011	7.57241713
51023	2012	7.123394179
51023	2013	6.291337891
51023	2014	6.5278094
51023	2015	5.826143141
51023	2016	5.20732362
51143	2000	12.93499059
51143	2001	12.27959938
51143	2002	11.33918192
51143	2003	11.01471397
51143	2004	11.87517722
51143	2005	12.297109
51143	2006	11.56560998
51143	2007	12.05561426
51143	2008	10.415224
51143	2009	8.128377008
51143	2010	9.296112891
51143	2011	8.32861751
51143	2012	7.917708169
51143	2013	7.136287365
51143	2014	7.504653571
51143	2015	6.93687691
51143	2016	6.102386088
51045	2000	10.48279702
51045	2001	9.991065409
51045	2002	8.428955616
51045	2003	9.121954045
51045	2004	9.584966754
51045	2005	10.64228414
51045	2006	8.61182247
51045	2007	9.843689584
51045	2008	7.744929621
51045	2009	5.617172084
51045	2010	6.894704391
51045	2011	6.575287083
51045	2012	5.847534495
51045	2013	5.469252523
51045	2014	5.066055258
51045	2015	4.524301707
51045	2016	4.05946079
51063	2000	9.159903006
51063	2001	9.232888375
51063	2002	8.15797541
51063	2003	8.335785086
51063	2004	9.735378173
51063	2005	9.97619592
51063	2006	8.544256266
51063	2007	9.264976501
51063	2008	7.746308499
51063	2009	5.43533138
51063	2010	6.653545566
51063	2011	6.077988422
51063	2012	5.564197805
51063	2013	5.069238328
51063	2014	4.8727255
51063	2015	3.831659757
51063	2016	3.372003584
51155	2000	12.14033653
51155	2001	11.00425324
51155	2002	9.379695084
51155	2003	10.11706907
51155	2004	11.45828703
51155	2005	12.06004642
51155	2006	10.66036703
51155	2007	11.24181369
51155	2008	9.155492666
51155	2009	7.171825881
51155	2010	7.981974857
51155	2011	7.625358409
51155	2012	7.46189852
51155	2013	6.396277247
51155	2014	6.22743688
51155	2015	5.189433137
51155	2016	5.065031798
51071	2000	11.98825946
51071	2001	10.98470631
51071	2002	9.10800493
51071	2003	9.699760177
51071	2004	10.88483982
51071	2005	11.97377856
51071	2006	9.683976641
51071	2007	10.94098499
51071	2008	8.525902256
51071	2009	6.657363555
51071	2010	7.58653137
51071	2011	7.413973081
51071	2012	7.030146762
51071	2013	6.191406903
51071	2014	5.989965635
51071	2015	4.878319527
51071	2016	4.710316016
51690	2000	14.89999962
51690	2001	13.39999962
51690	2002	12.80000019
51690	2003	12.10000038
51690	2004	13.10000038
51690	2005	13.80000019
51690	2006	12.69999981
51690	2007	12.69999981
51690	2008	11.39999962
51690	2009	8.899999619
51690	2010	9.899999619
51690	2011	9
51690	2012	8.5
51690	2013	7.699999809
51690	2014	8.300000191
51690	2015	7.199999809
51690	2016	6.699999809
51775	2000	15.5
51775	2001	13.5
51775	2002	11.80000019
51775	2003	12.19999981
51775	2004	12.80000019
51775	2005	14.39999962
51775	2006	12.5
51775	2007	13
51775	2008	10.89999962
51775	2009	8.899999619
51775	2010	10
51775	2011	9.300000191
51775	2012	8.800000191
51775	2013	7.699999809
51775	2014	7.599999905
51775	2015	7.300000191
51775	2016	7
51520	2000	17.01999948
51520	2001	15.93333363
51520	2002	13.64133347
51520	2003	13.31333308
51520	2004	14.58666653
51520	2005	15.19066641
51520	2006	14.70000015
51520	2007	13.21200027
51520	2008	10.21200029
51520	2009	8.414000139
51520	2010	9.709000301
51520	2011	9.001999683
51520	2012	9.485999689
51520	2013	7.585999985
51520	2014	7.37800015
51520	2015	6.591999989
51520	2016	7.48100008
51191	2000	13.69548686
51191	2001	12.9716827
51191	2002	11.04425697
51191	2003	10.81809144
51191	2004	12.40078969
51191	2005	12.89165801
51191	2006	12.43050646
51191	2007	12.34492817
51191	2008	9.740646464
51191	2009	7.784107921
51191	2010	9.209295097
51191	2011	8.271141341
51191	2012	8.774063521
51191	2013	7.071960232
51191	2014	6.632924209
51191	2015	6.01175236
51191	2016	6.565944403
51195	2000	11.57506285
51195	2001	12.23210578
51195	2002	9.94093564
51195	2003	9.523040479
51195	2004	10.66078185
51195	2005	11.45930385
51195	2006	10.73381248
51195	2007	10.4869833
51195	2008	8.51278406
51195	2009	6.502351049
51195	2010	7.995461722
51195	2011	7.407583387
51195	2012	7.729212394
51195	2013	6.004641636
51195	2014	5.912836692
51195	2015	5.023489846
51195	2016	5.434044708
51051	2000	12.55391894
51051	2001	12.75306852
51051	2002	10.33672255
51051	2003	10.11163415
51051	2004	11.16718943
51051	2005	12.19695153
51051	2006	10.97776837
51051	2007	11.31250362
51051	2008	9.051706589
51051	2009	7.169831509
51051	2010	8.519373565
51051	2011	7.736059798
51051	2012	8.288492389
51051	2013	6.46657171
51051	2014	6.293262869
51051	2015	5.716820354
51051	2016	5.794758007
51105	2000	12.61382921
51105	2001	12.62453879
51105	2002	10.56545212
51105	2003	10.2155274
51105	2004	10.98690877
51105	2005	11.85688305
51105	2006	11.40050874
51105	2007	11.00625178
51105	2008	8.862629443
51105	2009	7.098436582
51105	2010	8.528264924
51105	2011	8.037960176
51105	2012	8.156949267
51105	2013	6.537266816
51105	2014	6.054513139
51105	2015	5.59059543
51105	2016	6.127916063
51167	2000	12.05232104
51167	2001	11.81474228
51167	2002	10.10105786
51167	2003	9.947029912
51167	2004	11.46029542
51167	2005	11.8795269
51167	2006	10.9857288
51167	2007	11.16219284
